Beggiatoa,3746
Gammaproteobacteria,1688
Desulfobacterium,1293
Deltaproteobacteria,1283
Desulfococcus,842
Desulfatibacillum,836
Bacteroides,760
Desulfovibrio,594
Geobacter,591
Sulfurovum,469
Planctomyces,439
Bacteria,413
Clostridium,392
Anaerolinea,342
Desulfuromonas,335
Shewanella,321
Maribacter,313
Thioalkalivibrio,306
Syntrophobacter,293
Nitrosococcus,292
Pseudomonas,282
unclassified sequences,276
Rhodopirellula,254
Burkholderia,246
Vibrio,244
Prevotella,243
Spirochaeta,242
Allochromatium,236
Desulfotalea,236
Desulfobulbus,231
Bacillus,227
Pedobacter,227
Endoriftia,215
Flavobacteriales,214
Verrucomicrobia subdivision 3,201
Marivirga,195
Microscilla,195
Marinobacter,190
Algoriphagus,181
Candidatus Solibacter,180
Pelobacter,177
Lentisphaera,176
Haliangium,169
Verrucomicrobiales,164
Coraliomargarita,161
Sorangium,160
Candidatus Cloacamonas,157
Syntrophus,154
Polaribacter,154
Spirosoma,151
Chlorobium,143
Alistipes,138
Desulfarculus,135
Nitrosopumilus,135
Blastopirellula,133
Desulfomicrobium,131
Streptomyces,131
Bacteriovorax,130
Candidatus Kuenenia,125
Paludibacter,123
Pirellula,120
Desulfonatronospira,119
Cyanothece,115
Methylobacter,114
Rhodothermus,112
Paenibacillus,111
Chthoniobacter,110
Congregibacter,110
Dyadobacter,110
Anaeromyxobacter,108
Roseiflexus,108
Chitinophaga,106
Opitutus,105
Methanosarcina,105
Chloroherpeton,104
Flavobacterium,104
Thauera,103
Robiginitalea,103
Cellulophaga,103
Hahella,102
Parabacteroides,99
Archaea,98
Plesiocystis,97
Nitrosomonas,95
Synechococcus,95
Kordia,95
Pseudoalteromonas,94
Bacteroidetes,93
Candidatus Accumulibacter,91
Thiobacillus,90
Magnetococcus,87
Nitrococcus,86
Flavobacteria,86
Mycobacterium,84
Zunongwangia,83
Candidatus Koribacter,82
Victivallis,81
Verrucomicrobium,80
Desulfurivibrio,80
Gemmatimonas,78
Nitrospira,75
Ktedonobacter,74
Gramella,74
Roseobacter,73
Gemmata,73
